Train_No,Total_Distance,Number_of_Stops,Start_Departure_Minute,End_Arrival_Minute,Journey_Duration_Minutes
64432,25,7,840.0,890.0,50.0
64433,25,8,1010.0,1065.0,55.0
64434,28,10,680.0,750.0,70.0
64437,28,9,365.0,428.0,63.0
64439,28,9,490.0,558.0,68.0
64441,25,7,1040.0,1090.0,50.0
64443,28,10,1110.0,1200.0,90.0
64445,19,5,1165.0,1205.0,40.0
64449,25,8,510.0,560.0,50.0
64450,25,8,1070.0,1120.0,50.0
64451,88,18,1000.0,1155.0,155.0
64452,155,28,355.0,575.0,220.0
64453,88,18,1060.0,1190.0,130.0
64454,155,28,765.0,1030.0,265.0
64461,164,32,1090.0,1345.0,255.0
64462,164,32,335.0,585.0,250.0
64463,156,18,80.0,280.0,200.0
64464,89,19,310.0,450.0,140.0
64465,156,29,490.0,725.0,235.0
64466,89,19,1270.0,5.0,175.0
64470,89,19,400.0,535.0,135.0
64471,114,26,1025.0,1220.0,195.0
64472,114,26,360.0,555.0,195.0
64481,108,17,1200.0,1370.0,170.0
64482,41,7,275.0,330.0,55.0
64483,41,7,1375.0,0.0,65.0
64491,53,11,505.0,600.0,95.0
64492,53,11,1070.0,1160.0,90.0
64493,46,8,995.0,1060.0,65.0
64494,46,8,615.0,690.0,75.0
64496,89,14,1275.0,1410.0,135.0
64501,81,13,330.0,430.0,100.0
64502,81,13,730.0,835.0,105.0
64504,81,13,1170.0,1270.0,100.0
64511,238,32,400.0,750.0,350.0
64512,238,32,840.0,1200.0,360.0
64513,238,32,1000.0,1355.0,355.0
64514,157,20,355.0,570.0,215.0
64515,157,20,370.0,610.0,240.0
64516,157,20,690.0,950.0,260.0
64517,157,20,700.0,930.0,230.0
64518,157,20,1010.0,1265.0,255.0
64521,113,14,350.0,495.0,145.0
64522,113,14,980.0,1125.0,145.0
64523,113,14,515.0,690.0,175.0
64524,113,14,1070.0,1210.0,140.0
64531,88,17,345.0,475.0,130.0
64532,108,17,410.0,570.0,160.0
64533,88,18,770.0,905.0,135.0
64534,114,26,1050.0,1260.0,210.0
64536,88,18,595.0,755.0,160.0
64541,108,17,345.0,500.0,155.0
64542,108,17,1250.0,1390.0,140.0
64543,108,17,1070.0,1240.0,170.0
64545,41,7,620.0,695.0,75.0
64546,41,7,465.0,535.0,70.0
64547,41,7,1070.0,1150.0,80.0
64548,41,7,970.0,1025.0,55.0
64551,135,21,505.0,730.0,225.0
64552,135,19,805.0,1060.0,255.0
64553,153,24,335.0,580.0,245.0
64554,153,24,1065.0,1350.0,285.0
64555,59,11,595.0,715.0,120.0
64556,59,11,855.0,975.0,120.0
64557,180,28,1005.0,1310.0,305.0
64558,180,28,265.0,535.0,270.0
64559,180,28,800.0,1150.0,350.0
64560,180,28,295.0,570.0,275.0
64561,261,40,685.0,1160.0,475.0
64562,261,40,360.0,890.0,530.0
64563,215,23,455.0,760.0,305.0
64564,215,23,780.0,1180.0,400.0
64565,192,30,1075.0,1390.0,315.0
64566,192,30,260.0,575.0,315.0
64567,103,20,345.0,563.0,218.0
64568,103,20,1090.0,1310.0,220.0
64569,87,13,775.0,985.0,210.0
64570,89,13,570.0,705.0,135.0
64581,161,26,355.0,600.0,245.0
64582,161,26,1065.0,1305.0,240.0
64583,203,31,390.0,780.0,390.0
64584,203,32,775.0,1090.0,315.0
64585,5,2,1320.0,1345.0,25.0
64586,5,2,300.0,325.0,25.0
64587,225,29,845.0,1225.0,380.0
64588,225,29,405.0,785.0,380.0
64589,78,12,1150.0,1255.0,105.0
64590,78,12,360.0,485.0,125.0
64591,194,31,390.0,690.0,300.0
64592,194,31,880.0,1185.0,305.0
64593,77,13,440.0,565.0,125.0
64594,77,13,1095.0,1245.0,150.0
64595,152,20,960.0,1215.0,255.0
64596,152,20,445.0,670.0,225.0
64901,118,22,480.0,720.0,240.0
64902,119,22,900.0,1105.0,205.0
64903,158,27,345.0,620.0,275.0
64904,160,27,965.0,1225.0,260.0
64905,134,21,300.0,500.0,200.0
64906,77,17,1010.0,1180.0,170.0
64908,44,14,350.0,455.0,105.0
64910,148,26,1100.0,1330.0,230.0
64911,71,17,565.0,690.0,125.0
64912,71,17,430.0,555.0,125.0
64913,69,17,300.0,420.0,120.0
64914,69,17,810.0,945.0,135.0
64915,69,17,610.0,740.0,130.0
64916,69,17,1260.0,1390.0,130.0
64931,69,17,1115.0,1255.0,140.0
64932,69,17,950.0,1090.0,140.0
64951,83,15,850.0,1040.0,190.0
64952,83,15,640.0,825.0,185.0
64953,180,26,975.0,1260.0,285.0
64955,28,8,465.0,570.0,105.0
64956,28,8,810.0,905.0,95.0
64957,133,19,1095.0,1290.0,195.0
64958,137,19,265.0,435.0,170.0
64959,94,14,450.0,625.0,175.0
66000,21,7,280.0,325.0,45.0
66001,41,11,1240.0,1320.0,80.0
66002,21,7,375.0,420.0,45.0
66003,20,7,1265.0,1310.0,45.0
66004,21,7,400.0,445.0,45.0
66005,20,7,1310.0,1355.0,45.0
66006,21,11,1095.0,1140.0,45.0
66007,20,7,1380.0,1425.0,45.0
66008,68,14,650.0,775.0,125.0
66009,68,14,1365.0,50.0,125.0
66010,68,14,1195.0,1315.0,120.0
66011,68,14,950.0,1070.0,120.0
66012,41,11,1110.0,1190.0,80.0
66013,68,9,1065.0,1160.0,95.0
66014,77,11,965.0,1115.0,150.0
66015,68,14,440.0,545.0,105.0
66016,70,12,385.0,500.0,115.0
66017,140,18,1080.0,1285.0,205.0
66018,140,18,360.0,575.0,215.0
66019,202,27,365.0,675.0,310.0
66020,204,27,930.0,1245.0,315.0
66021,68,6,1150.0,1235.0,85.0
66022,62,13,440.0,550.0,110.0
66025,82,16,330.0,465.0,135.0
66026,82,21,720.0,840.0,120.0
66027,82,16,820.0,950.0,130.0
66028,82,21,1195.0,1315.0,120.0
66029,93,12,480.0,585.0,105.0
66030,93,12,600.0,705.0,105.0
66031,93,12,945.0,1045.0,100.0
66032,93,12,1070.0,1190.0,120.0
66033,131,16,690.0,890.0,200.0
66034,131,16,750.0,955.0,205.0
66035,82,16,465.0,595.0,130.0
66036,82,21,1115.0,1245.0,130.0
66037,93,10,605.0,720.0,115.0
66038,93,12,960.0,1100.0,140.0
66039,78,12,555.0,675.0,120.0
66040,68,14,1120.0,1230.0,110.0
66041,108,15,590.0,785.0,195.0
66042,108,11,825.0,1000.0,175.0
66043,95,11,505.0,665.0,160.0
66044,95,14,930.0,1070.0,140.0
66045,67,5,690.0,785.0,95.0
66046,67,5,835.0,915.0,80.0
66047,148,14,590.0,785.0,195.0
66048,146,15,810.0,1025.0,215.0
66049,78,12,1240.0,1405.0,165.0
66050,77,12,310.0,430.0,120.0
66051,20,7,845.0,885.0,40.0
66052,21,7,890.0,935.0,45.0
66053,42,12,1000.0,1090.0,90.0
66054,20,5,1330.0,1360.0,30.0
66300,155,25,465.0,720.0,255.0
66301,155,25,880.0,1135.0,255.0
66302,140,25,530.0,740.0,210.0
66303,142,25,745.0,955.0,210.0
66304,151,32,580.0,860.0,280.0
66305,151,32,990.0,1300.0,310.0
66307,155,25,350.0,590.0,240.0
66308,155,25,670.0,925.0,255.0
66309,142,17,1180.0,1400.0,220.0
66310,140,17,1250.0,25.0,215.0
66511,85,17,740.0,905.0,165.0
66512,86,16,480.0,630.0,150.0
66513,17,6,430.0,465.0,35.0
66514,73,15,915.0,1030.0,115.0
66515,74,14,1045.0,1155.0,110.0
66516,16,6,1165.0,1195.0,30.0
66517,16,6,1360.0,1395.0,35.0
66518,17,6,240.0,275.0,35.0
66519,86,11,285.0,460.0,175.0
66520,87,11,1215.0,1350.0,135.0
66523,98,16,1065.0,1225.0,160.0
66524,98,16,390.0,565.0,175.0
66527,34,5,1295.0,1340.0,45.0
66528,34,5,350.0,395.0,45.0
66529,102,16,405.0,580.0,175.0
66530,68,12,590.0,675.0,85.0
66531,68,12,760.0,860.0,100.0
66532,85,17,885.0,1030.0,145.0
66533,73,14,1040.0,1155.0,115.0
66534,92,13,1170.0,1285.0,115.0
66535,44,8,300.0,365.0,65.0
66536,44,9,455.0,520.0,65.0
66537,44,9,1045.0,1110.0,65.0
66538,44,9,1120.0,1185.0,65.0
66539,44,9,1195.0,1260.0,65.0
66540,44,9,1355.0,1430.0,75.0
66541,21,7,630.0,670.0,40.0
66542,21,7,525.0,580.0,55.0
66543,102,17,885.0,1035.0,150.0
66544,102,16,705.0,845.0,140.0
66600,100,15,1105.0,1250.0,145.0
66601,100,15,415.0,580.0,165.0
66602,159,22,545.0,780.0,235.0
66603,159,22,820.0,1070.0,250.0
66604,98,14,895.0,1060.0,165.0
66605,98,14,585.0,750.0,165.0
66606,58,8,435.0,530.0,95.0
66607,58,8,1090.0,1195.0,105.0
66608,158,22,870.0,1145.0,275.0
66609,159,22,465.0,745.0,280.0
66611,149,28,500.0,745.0,245.0
66612,150,28,910.0,1165.0,255.0
67247,121,17,795.0,1000.0,205.0
67248,103,18,1245.0,1400.0,155.0
67249,113,16,375.0,550.0,175.0
67250,113,16,1080.0,1260.0,180.0
67251,31,7,300.0,350.0,50.0
67253,31,7,370.0,425.0,55.0
67254,32,6,500.0,560.0,60.0
67255,25,5,570.0,615.0,45.0
67256,106,20,685.0,840.0,155.0
67257,106,20,755.0,955.0,200.0
67258,25,5,1010.0,1080.0,70.0
67259,32,6,1110.0,1175.0,65.0
67260,138,27,875.0,1080.0,205.0
67261,149,26,1100.0,1340.0,240.0
67262,149,24,225.0,455.0,230.0
67263,138,27,480.0,700.0,220.0
67264,163,18,580.0,825.0,245.0
67265,163,18,315.0,550.0,235.0
67266,143,17,1120.0,1320.0,200.0
67267,163,18,840.0,1085.0,245.0
67269,104,12,400.0,520.0,120.0
67270,104,12,1270.0,1410.0,140.0
67271,121,16,540.0,730.0,190.0
67272,122,18,1095.0,1255.0,160.0
67273,32,6,750.0,810.0,60.0
67274,32,6,850.0,910.0,60.0
67275,59,16,375.0,480.0,105.0
67276,59,16,540.0,655.0,115.0
67277,96,21,850.0,1015.0,165.0
67278,96,21,1030.0,1210.0,180.0
67279,154,19,905.0,1095.0,190.0
67280,154,19,585.0,790.0,205.0
67282,142,18,780.0,935.0,155.0
67291,60,10,375.0,450.0,75.0
67292,60,10,1085.0,1165.0,80.0
67293,60,10,965.0,1060.0,95.0
67294,130,18,485.0,635.0,150.0
67295,79,15,675.0,780.0,105.0
67296,97,11,1100.0,1217.0,117.0
67297,138,25,1115.0,1340.0,225.0
67298,138,25,310.0,550.0,240.0
67299,149,27,1035.0,1325.0,290.0
67300,149,28,270.0,535.0,265.0
68001,148,14,405.0,575.0,170.0
68003,215,23,600.0,830.0,230.0
68004,214,23,845.0,1102.0,257.0
68005,137,18,920.0,1115.0,195.0
68006,137,19,530.0,710.0,180.0
68007,188,43,1020.0,1305.0,285.0
68008,147,14,590.0,747.0,157.0
68009,62,9,1125.0,1200.0,75.0
68010,62,9,360.0,460.0,100.0
68011,137,18,1100.0,1260.0,160.0
68012,137,18,195.0,350.0,155.0
68013,137,19,340.0,500.0,160.0
68014,137,18,840.0,1030.0,190.0
68015,137,18,1265.0,1415.0,150.0
68016,137,18,260.0,420.0,160.0
68017,238,39,890.0,1345.0,455.0
68018,238,39,320.0,780.0,460.0
68019,284,40,365.0,790.0,425.0
68020,284,41,920.0,1285.0,365.0
68021,120,18,565.0,725.0,160.0
68022,120,18,750.0,910.0,160.0
68023,188,27,280.0,560.0,280.0
68024,189,27,590.0,835.0,245.0
68047,40,6,1290.0,1340.0,50.0
68048,40,6,370.0,425.0,55.0
68053,71,11,905.0,995.0,90.0
68054,70,11,1005.0,1090.0,85.0
68055,171,29,505.0,810.0,305.0
68056,170,29,525.0,800.0,275.0
68057,39,7,345.0,395.0,50.0
68058,39,7,435.0,490.0,55.0
68059,112,19,1125.0,1300.0,175.0
68060,112,19,905.0,1105.0,200.0
68063,41,9,305.0,370.0,65.0
68069,41,9,1120.0,1185.0,65.0
68070,41,9,1355.0,1415.0,60.0
68071,70,16,435.0,575.0,140.0
68072,40,9,1090.0,1155.0,65.0
68073,11,5,990.0,1015.0,25.0
68074,40,12,585.0,675.0,90.0
68075,29,5,1350.0,1385.0,35.0
68076,29,5,220.0,260.0,40.0
68077,40,9,815.0,890.0,75.0
68078,40,9,900.0,965.0,65.0
68079,37,7,695.0,785.0,90.0
68080,37,7,875.0,980.0,105.0
68081,53,8,240.0,295.0,55.0
68082,84,13,1275.0,1370.0,95.0
68088,121,19,840.0,1070.0,230.0
68089,155,20,700.0,860.0,160.0
68090,155,20,500.0,680.0,180.0
68091,51,9,997.0,1080.0,83.0
68092,51,7,415.0,495.0,80.0
68093,51,10,180.0,270.0,90.0
68094,51,10,850.0,945.0,95.0
68097,108,15,1215.0,1325.0,110.0
68098,108,15,1055.0,1170.0,115.0
68643,8,2,365.0,380.0,15.0
68644,8,2,390.0,405.0,15.0
68645,8,2,1025.0,1037.0,12.0
68646,8,2,1055.0,1070.0,15.0
68685,130,22,468.0,655.0,187.0
68686,117,18,340.0,485.0,145.0
68688,117,18,405.0,560.0,155.0
68689,117,18,1172.0,1325.0,153.0
68690,130,22,675.0,848.0,173.0
68701,48,10,290.0,345.0,55.0
68702,41,11,385.0,440.0,55.0
68703,48,10,455.0,510.0,55.0
68704,41,11,560.0,620.0,60.0
68705,109,18,510.0,640.0,130.0
68706,214,33,700.0,1095.0,395.0
68707,48,10,755.0,815.0,60.0
68708,34,11,1020.0,1080.0,60.0
68709,109,18,1040.0,1175.0,135.0
68710,102,19,340.0,475.0,135.0
68711,73,9,305.0,395.0,90.0
68712,73,9,1335.0,1420.0,85.0
68713,127,17,405.0,565.0,160.0
68714,126,17,635.0,830.0,195.0
68715,127,17,910.0,1060.0,150.0
68716,126,17,1110.0,1275.0,165.0
68717,48,10,1105.0,1160.0,55.0
68718,41,7,1190.0,1240.0,50.0
68719,112,15,1005.0,1145.0,140.0
68721,109,18,1150.0,1290.0,140.0
68723,73,9,1300.0,1405.0,105.0
68724,175,27,420.0,680.0,260.0
68725,48,10,1250.0,1310.0,60.0
68726,41,10,1325.0,1390.0,65.0
68727,112,15,1145.0,1290.0,145.0
68728,111,15,435.0,565.0,130.0
68729,109,18,1310.0,1435.0,125.0
68730,102,19,240.0,390.0,150.0
68731,97,15,1260.0,1395.0,135.0
68732,97,15,1110.0,1245.0,135.0
68733,97,15,800.0,940.0,140.0
68734,97,15,620.0,755.0,135.0
68735,135,18,450.0,600.0,150.0
68736,135,17,1250.0,1400.0,150.0
68737,135,18,925.0,1100.0,175.0
68738,133,15,640.0,785.0,145.0
68739,100,13,675.0,835.0,160.0
68740,100,13,450.0,625.0,175.0
68741,133,17,405.0,575.0,170.0
68742,133,17,1060.0,1240.0,180.0
68743,127,17,580.0,750.0,170.0
68744,126,17,865.0,1040.0,175.0
68745,209,29,350.0,665.0,315.0
68746,209,28,790.0,1080.0,290.0
68747,320,37,360.0,860.0,500.0
68748,318,37,890.0,1365.0,475.0
68749,215,25,570.0,910.0,340.0
68750,215,25,975.0,1320.0,345.0
69101,99,20,355.0,530.0,175.0
69102,99,20,1010.0,1205.0,195.0
69104,35,9,240.0,330.0,90.0
69105,63,13,185.0,310.0,125.0
69106,63,13,45.0,140.0,95.0
69107,99,20,1220.0,1410.0,190.0
69108,99,20,490.0,655.0,165.0
69109,128,23,970.0,1180.0,210.0
69110,128,24,690.0,880.0,190.0
69111,128,23,1065.0,1255.0,190.0
69112,128,23,345.0,545.0,200.0
69113,99,20,1190.0,1370.0,180.0
69114,99,20,320.0,500.0,180.0
69115,99,20,525.0,695.0,170.0
69116,63,7,145.0,225.0,80.0
69117,146,21,670.0,895.0,225.0
69118,147,21,980.0,1170.0,190.0
69119,146,21,1100.0,1330.0,230.0
69120,147,21,375.0,580.0,205.0
69121,72,11,1200.0,1315.0,115.0
69122,72,11,355.0,470.0,115.0
69123,78,13,600.0,730.0,130.0
69124,78,13,255.0,390.0,135.0
69125,78,13,1150.0,1280.0,130.0
69126,78,13,780.0,920.0,140.0
69127,63,13,1020.0,1125.0,105.0
69128,63,13,820.0,920.0,100.0
69129,63,13,340.0,455.0,115.0
69130,63,13,1150.0,1250.0,100.0
69131,31,5,730.0,795.0,65.0
69132,31,5,900.0,965.0,65.0
69133,29,6,450.0,500.0,50.0
69134,29,6,515.0,565.0,50.0
69135,29,6,1000.0,1050.0,50.0
69136,29,6,1065.0,1115.0,50.0
69137,35,8,1375.0,10.0,75.0
69138,35,8,1275.0,1345.0,70.0
69139,232,34,410.0,780.0,370.0
69140,206,30,1100.0,1390.0,290.0
69141,117,22,405.0,585.0,180.0
69142,117,22,1045.0,1225.0,180.0
69143,89,12,280.0,390.0,110.0
69144,89,12,1240.0,1350.0,110.0
69145,78,13,300.0,430.0,130.0
69146,78,13,510.0,645.0,135.0
69147,78,13,860.0,1000.0,140.0
69149,265,41,240.0,670.0,430.0
69150,265,42,845.0,1290.0,445.0
69151,68,13,925.0,1035.0,110.0
69152,68,13,560.0,685.0,125.0
69153,54,9,830.0,915.0,85.0
69154,54,9,700.0,775.0,75.0
69161,137,20,1130.0,1345.0,215.0
69164,137,19,330.0,535.0,205.0
69165,65,11,560.0,665.0,105.0
69166,65,11,1005.0,1105.0,100.0
69167,65,9,875.0,970.0,95.0
69168,65,11,730.0,825.0,95.0
69169,160,23,1110.0,1375.0,265.0
69171,58,11,1110.0,1205.0,95.0
69172,58,12,395.0,505.0,110.0
69173,63,8,1375.0,11.0,76.0
69174,89,10,295.0,395.0,100.0
69181,114,14,995.0,1125.0,130.0
69182,114,14,505.0,650.0,145.0
69183,44,6,1135.0,1190.0,55.0
69184,44,6,430.0,490.0,60.0
69185,54,8,1205.0,1290.0,85.0
69186,54,8,330.0,415.0,85.0
69187,114,14,1340.0,85.0,185.0
69188,114,14,95.0,265.0,170.0
69189,152,23,690.0,935.0,245.0
69190,153,23,780.0,1045.0,265.0
69191,95,17,1090.0,1285.0,195.0
69192,95,17,450.0,625.0,175.0
69195,61,6,395.0,490.0,95.0
69196,61,6,1080.0,1175.0,95.0
70101,115,12,1055.0,1225.0,170.0
70102,119,12,360.0,495.0,135.0
70103,115,12,570.0,770.0,200.0
70104,119,12,865.0,1030.0,165.0
70105,324,30,300.0,725.0,425.0
70106,326,30,900.0,1320.0,420.0
71081,41,6,770.0,830.0,60.0
71082,86,13,344.0,490.0,146.0
71083,41,6,935.0,995.0,60.0
71084,41,6,873.0,925.0,52.0
71085,41,6,1155.0,1207.0,52.0
71086,41,6,1075.0,1135.0,60.0
71088,51,8,515.0,585.0,70.0
71089,105,13,550.0,735.0,185.0
71092,105,17,315.0,475.0,160.0
71093,41,6,590.0,650.0,60.0
71094,41,6,690.0,750.0,60.0
71095,105,13,1200.0,1355.0,155.0
71096,105,13,940.0,1125.0,185.0
71401,43,6,325.0,405.0,80.0
71402,121,16,425.0,615.0,190.0
71403,77,11,580.0,690.0,110.0
71404,121,16,980.0,1180.0,200.0
71405,43,6,875.0,955.0,80.0
71407,77,11,632.0,755.0,123.0
71408,77,11,765.0,863.0,98.0
71409,77,11,880.0,1018.0,138.0
71410,77,11,1030.0,1130.0,100.0
71411,77,11,1205.0,1313.0,108.0
71413,265,32,1370.0,485.0,555.0
71414,265,33,700.0,1215.0,515.0
71415,265,33,495.0,950.0,455.0
71416,265,31,1380.0,395.0,455.0
71901,51,8,350.0,415.0,65.0
71902,51,8,450.0,525.0,75.0
71903,148,22,565.0,785.0,220.0
71904,148,22,830.0,1025.0,195.0
71905,51,8,1205.0,1305.0,100.0
71906,51,8,1335.0,1415.0,80.0
71907,148,22,1030.0,1260.0,230.0
71908,148,22,365.0,560.0,195.0
71909,136,15,1030.0,1235.0,205.0
71910,136,15,370.0,595.0,225.0
72171,18,4,395.0,430.0,35.0
72172,18,4,445.0,480.0,35.0
72173,18,4,535.0,570.0,35.0
72174,18,4,580.0,615.0,35.0
72175,18,4,920.0,955.0,35.0
72176,18,4,970.0,1005.0,35.0
72177,18,4,1015.0,1050.0,35.0
72178,18,4,1060.0,1095.0,35.0
72179,18,4,1165.0,1200.0,35.0
72180,18,4,1230.0,1265.0,35.0
72203,34,6,375.0,460.0,85.0
72204,35,6,470.0,555.0,85.0
72205,34,6,610.0,700.0,90.0
72206,35,6,710.0,800.0,90.0
72207,34,6,870.0,960.0,90.0
72208,35,6,975.0,1060.0,85.0
72209,34,6,1125.0,1205.0,80.0
72210,35,6,1215.0,1295.0,80.0
72451,95,3,300.0,560.0,260.0
72452,95,3,1015.0,1285.0,270.0
73011,111,19,975.0,1125.0,150.0
73012,111,19,445.0,595.0,150.0
73021,59,11,325.0,435.0,110.0
73022,59,11,1170.0,1270.0,100.0
73031,65,13,885.0,995.0,110.0
73032,65,13,640.0,760.0,120.0
73033,44,9,1350.0,1425.0,75.0
73034,44,9,324.0,410.0,86.0
73035,127,23,780.0,1000.0,220.0
73036,127,23,270.0,484.0,214.0
73037,54,10,180.0,250.0,70.0
73038,54,10,1095.0,1185.0,90.0
73151,261,48,335.0,755.0,420.0
73152,261,48,810.0,1220.0,410.0
73211,10,5,1310.0,1375.0,65.0
73212,10,5,295.0,350.0,55.0
73213,19,12,395.0,510.0,115.0
73214,19,12,1160.0,1305.0,145.0
73215,6,7,690.0,740.0,50.0
73216,6,7,900.0,945.0,45.0
73261,64,12,390.0,570.0,180.0
73262,64,12,730.0,940.0,210.0
73263,64,12,1005.0,1160.0,155.0
73264,64,12,1180.0,1385.0,205.0
73421,45,13,450.0,532.0,82.0
73422,44,13,555.0,630.0,75.0
73425,45,10,1200.0,1285.0,85.0
73426,45,10,1325.0,1395.0,70.0
73427,45,11,190.0,280.0,90.0
73428,45,11,330.0,408.0,78.0
73429,47,13,745.0,830.0,85.0
73430,47,14,638.0,725.0,87.0
73451,56,10,425.0,530.0,105.0
73452,56,10,300.0,405.0,105.0
73453,56,10,912.0,1005.0,93.0
73454,56,10,780.0,885.0,105.0
73461,28,5,635.0,695.0,60.0
73462,28,5,555.0,615.0,60.0
73463,28,5,1110.0,1170.0,60.0
73464,28,5,1030.0,1090.0,60.0
73538,132,18,865.0,1090.0,225.0
73539,132,18,395.0,615.0,220.0
73581,61,9,625.0,735.0,110.0
73582,61,9,745.0,855.0,110.0
73901,39,2,220.0,290.0,70.0
73902,39,2,310.0,390.0,80.0
73903,39,2,980.0,1045.0,65.0
73904,39,2,1090.0,1165.0,75.0
73905,39,2,735.0,790.0,55.0
73911,28,6,315.0,385.0,70.0
73912,28,2,224.0,298.0,74.0
73913,28,2,1085.0,1165.0,80.0
73914,28,6,980.0,1050.0,70.0
73916,28,2,753.0,825.0,72.0
74001,82,18,1205.0,1355.0,150.0
74002,82,18,1020.0,1175.0,155.0
74003,82,18,830.0,990.0,160.0
74004,82,18,330.0,495.0,165.0
74011,69,17,1220.0,1355.0,135.0
74012,69,17,255.0,410.0,155.0
74013,246,41,995.0,1400.0,405.0
74014,247,41,270.0,680.0,410.0
74015,138,16,430.0,610.0,180.0
74016,138,16,975.0,1160.0,185.0
74017,81,8,1190.0,1295.0,105.0
74018,81,8,305.0,410.0,105.0
74019,89,14,810.0,960.0,150.0
74020,89,14,630.0,785.0,155.0
74021,163,36,455.0,765.0,310.0
74022,93,24,340.0,560.0,220.0
74023,93,24,1200.0,1380.0,180.0
74024,163,36,795.0,1110.0,315.0
74025,93,24,245.0,455.0,210.0
74026,93,24,600.0,805.0,205.0
74027,54,15,930.0,1065.0,135.0
74028,54,15,1135.0,1280.0,145.0
74029,89,14,645.0,810.0,165.0
74030,89,14,390.0,545.0,155.0
74031,11,3,380.0,405.0,25.0
74032,47,11,420.0,520.0,100.0
74033,47,11,530.0,625.0,95.0
74034,11,3,640.0,665.0,25.0
74035,11,3,915.0,940.0,25.0
74036,47,11,975.0,1070.0,95.0
74037,47,11,1080.0,1175.0,95.0
74038,11,3,1190.0,1215.0,25.0
74201,172,25,300.0,645.0,345.0
74202,172,25,990.0,1285.0,295.0
74301,47,9,495.0,630.0,135.0
74302,47,8,335.0,455.0,120.0
74303,47,9,800.0,920.0,120.0
74304,47,9,660.0,780.0,120.0
74305,47,9,1160.0,1295.0,135.0
74306,47,9,960.0,1110.0,150.0
74601,49,6,370.0,465.0,95.0
74602,49,6,475.0,570.0,95.0
74603,49,6,580.0,675.0,95.0
74604,49,6,690.0,785.0,95.0
74605,49,6,795.0,890.0,95.0
74606,49,6,905.0,1000.0,95.0
74607,49,6,1010.0,1105.0,95.0
74608,49,6,1115.0,1210.0,95.0
74611,89,12,1140.0,1260.0,120.0
74612,89,12,980.0,1100.0,120.0
74613,45,6,440.0,500.0,60.0
74614,134,17,510.0,695.0,185.0
74615,134,17,705.0,905.0,200.0
74616,45,6,915.0,970.0,55.0
74617,45,6,915.0,980.0,65.0
74618,45,6,630.0,690.0,60.0
74619,134,9,445.0,620.0,175.0
74620,134,9,995.0,1135.0,140.0
74621,45,6,1095.0,1155.0,60.0
74622,45,6,1075.0,1130.0,55.0
74623,45,6,640.0,695.0,55.0
74624,45,6,1175.0,1240.0,65.0
74625,134,17,390.0,560.0,170.0
74626,134,17,440.0,640.0,200.0
74627,134,17,885.0,1065.0,180.0
74628,134,17,570.0,760.0,190.0
74629,134,17,1045.0,1225.0,180.0
74630,134,17,705.0,875.0,170.0
74631,89,12,650.0,790.0,140.0
74632,89,12,905.0,1035.0,130.0
74633,89,12,775.0,900.0,125.0
74634,89,12,1140.0,1265.0,125.0
74635,89,12,495.0,615.0,120.0
74636,89,12,360.0,485.0,125.0
74637,89,12,575.0,715.0,140.0
74638,89,12,425.0,565.0,140.0
74639,89,12,965.0,1090.0,125.0
74640,89,12,830.0,955.0,125.0
74641,68,10,560.0,655.0,95.0
74642,78,12,1160.0,1280.0,120.0
74643,78,12,1030.0,1140.0,110.0
74644,78,11,1305.0,1435.0,130.0
74645,170,22,880.0,1150.0,270.0
74646,170,21,300.0,615.0,315.0
74647,56,8,1255.0,1340.0,85.0
74648,77,10,1180.0,1345.0,165.0
74651,53,9,260.0,350.0,90.0
74652,45,8,365.0,450.0,85.0
74653,45,8,597.0,675.0,78.0
74654,45,8,680.0,765.0,85.0
74655,45,8,823.0,905.0,82.0
74656,45,8,920.0,1005.0,85.0
74657,45,8,1052.0,1130.0,78.0
74658,53,9,1155.0,1265.0,110.0
74661,25,4,450.0,490.0,40.0
74662,25,4,500.0,545.0,45.0
74663,25,4,1100.0,1140.0,40.0
74664,25,4,1150.0,1200.0,50.0
74671,106,17,735.0,940.0,205.0
74672,106,17,255.0,440.0,185.0
74673,98,16,912.0,1090.0,178.0
74674,98,16,725.0,875.0,150.0
74675,106,16,1225.0,1390.0,165.0
74676,106,16,1120.0,1295.0,175.0
74681,77,5,400.0,535.0,135.0
74682,77,5,260.0,390.0,130.0
74683,72,4,680.0,800.0,120.0
74684,77,5,550.0,675.0,125.0
74685,72,4,945.0,1070.0,125.0
74686,72,4,827.0,940.0,113.0
74687,77,5,1215.0,1345.0,130.0
74688,72,4,1097.0,1210.0,113.0
74691,58,6,790.0,900.0,110.0
74692,58,6,935.0,1090.0,155.0
74801,14,2,345.0,380.0,35.0
74802,14,2,300.0,335.0,35.0
74803,14,2,500.0,530.0,30.0
74804,14,2,460.0,490.0,30.0
74805,14,2,585.0,615.0,30.0
74806,14,2,550.0,580.0,30.0
74807,14,2,700.0,730.0,30.0
74808,14,2,660.0,690.0,30.0
74809,14,2,895.0,925.0,30.0
74810,14,2,855.0,885.0,30.0
74811,14,2,1005.0,1035.0,30.0
74812,14,2,970.0,1000.0,30.0
74813,14,2,1125.0,1155.0,30.0
74814,14,2,1085.0,1115.0,30.0
74815,14,2,1230.0,1260.0,30.0
74816,14,2,1190.0,1220.0,30.0
74817,14,2,1345.0,1375.0,30.0
74818,14,2,1305.0,1335.0,30.0
